date,sku_id,category,sales_quantity,unit_price,sales_revenue,stock_level
2024-02-22,SKU0019,Sports,69,18.76,1294.44,335.0
2024-02-23,SKU0048,Electronics,87,356.55,31019.850000000002,320.0
2024-02-23,SKU0042,Home,3,279.92,839.76,153.0
2024-02-23,SKU0030,Food,68,150.65,10244.2,147.0
2024-02-24,SKU0017,Food,59,231.59,13663.81,239.0
2024-02-24,SKU0035,Home,74,79.02,5847.48,358.0
2024-02-24,SKU0033,Electronics,18,184.28,3317.04,331.0
2024-02-24,SKU0033,Food,96,288.29,27675.840000000004,247.0
2024-02-24,SKU0033,Food,44,261.22,11493.68,194.0
2024-02-24,SKU0049,Home,46,320.4,14738.4,255.0
2024-02-25,SKU0002,Electronics,89,351.18,31255.02,397.0
2024-02-25,SKU0037,Food,80,84.32,6745.599999999999,312.0
2024-02-25,SKU0022,Sports,15,225.18,3377.7000000000003,285.0
2024-02-26,SKU0044,Electronics,88,315.88,27797.44,230.0
2024-02-26,SKU0044,Electronics,23,42.87,986.01,46.0
2024-02-26,SKU0001,Electronics,29,174.25,5053.25,405.0
2024-02-26,SKU0045,Clothing,674,487.01,328244.74,294.0
2024-02-26,SKU0032,Home,93,304.25,28295.25,363.0
2024-02-27,SKU0021,Clothing,34,399.68,13589.12,351.0
2024-02-27,SKU0037,Home,56,329.2,18435.2,248.0
2024-02-28,SKU0017,Clothing,69,197.74,13644.060000000001,282.0
2024-02-28,SKU0022,Sports,981,22.05,21631.05,500.0
2024-02-28,SKU0002,Electronics,71,206.42,14655.82,147.0
2024-02-28,SKU0024,Home,6,205.1,1230.6,422.0
2024-02-28,SKU0044,Home,87,438.21,38124.27,409.0
2024-02-29,SKU0004,Electronics,37,85.14,3150.18,359.0
2024-02-29,SKU0002,Home,50,194.7,9735.0,391.0
2024-03-01,SKU0046,Food,2,385.92,771.84,494.0
2024-03-01,SKU0022,Clothing,4,305.54,1222.16,58.0
2024-03-01,SKU0048,Clothing,99,472.59,46786.409999999996,250.0
2024-03-01,SKU0017,Home,-20,275.22,-5504.400000000001,327.0
2024-03-02,SKU0003,Home,43,141.35,6078.05,395.0
2024-03-02,SKU0049,Clothing,60,198.32,11899.199999999999,38.0
2024-03-02,SKU0013,Sports,54,196.05,10586.7,59.0
2024-03-03,SKU0020,Clothing,42,469.05,19700.100000000002,149.0
2024-03-03,SKU0018,Electronics,28,181.56,5083.68,388.0
2024-03-03,SKU0024,Electronics,82,421.06,34526.92,76.0
2024-03-03,SKU0008,Clothing,75,78.49,5886.75,322.0
2024-03-04,SKU0023,Electronics,35,281.55,9854.25,357.0
2024-03-04,SKU0008,Clothing,84,335.13,28150.92,306.0
2024-03-04,SKU0045,Home,56,438.1,24533.600000000002,51.0
2024-03-04,SKU0001,Home,31,437.74,13569.94,136.0
2024-03-04,SKU0031,Clothing,100,143.35,14335.0,35.0
2024-03-04,SKU0035,Clothing,37,490.78,18158.86,279.0
2024-03-04,SKU0001,Sports,-5,157.47,-787.35,196.0
2024-03-05,SKU0036,Food,85,117.89,10020.65,183.0
2024-03-05,SKU0015,Home,93,473.6,44044.8,240.0
2024-03-07,SKU0048,Sports,79,30.63,2419.77,445.0
2024-03-08,SKU0032,Electronics,64,96.5,6176.0,162.0
2024-03-08,SKU0028,Sports,46,140.84,6478.64,87.0
2024-03-08,SKU0029,Sports,67,97.49,6531.83,209.0
2024-03-08,SKU0040,Food,75,472.69,35451.75,233.0
2024-03-08,SKU0032,Electronics,74,218.35,16157.9,265.0
2024-03-08,SKU0017,Food,98,439.96,43116.079999999994,389.0
2024-03-08,SKU0017,Sports,56,343.03,19209.68,240.0
2024-03-08,SKU0033,Food,97,82.84,8035.4800000000005,221.0
2024-03-08,SKU0007,Sports,32,319.81,10233.92,224.0
2024-03-08,SKU0050,Food,53,412.42,21858.260000000002,135.0
2024-03-08,SKU0024,Electronics,89,364.48,32438.72,407.0
2024-03-09,SKU0001,Food,-17,357.0,-6069.0,436.0
2024-03-09,SKU0032,Food,61,360.83,22010.629999999997,299.0
2024-03-09,SKU0024,Sports,99,180.01,17820.989999999998,224.0
2024-03-09,SKU0008,Home,66,292.38,19297.079999999998,338.0
2024-03-10,SKU0041,Electronics,97,264.23,25630.31,72.0
2024-03-10,SKU0048,Electronics,92,432.44,39784.48,227.0
2024-03-11,SKU0043,Sports,23,422.5,9717.5,295.0
2024-03-11,SKU0046,Clothing,68,245.49,16693.32,271.0
2024-03-12,SKU0049,Sports,80,100.72,8057.6,403.0
2024-03-12,SKU0026,Sports,75,309.61,23220.75,36.0
2024-03-12,SKU0027,Food,95,317.58,30170.1,152.0
2024-03-12,SKU0011,Food,11,130.22,1432.42,236.0
2024-03-12,SKU0044,Electronics,86,448.01,38528.86,317.0
2024-03-13,SKU0042,Sports,34,484.86,16485.24,446.0
2024-03-13,SKU0039,Electronics,63,406.66,25619.58,85.0
2024-03-14,SKU0035,Clothing,40,432.4,17296.0,164.0
2024-03-15,SKU0006,Sports,1,236.38,236.38,361.0
2024-03-16,SKU0044,Food,54,363.9,19650.6,80.0
2024-03-16,SKU0023,Clothing,32,123.23,3943.36,251.0
2024-03-16,SKU0018,Electronics,76,47.71,3625.96,438.0
2024-03-17,SKU0046,Home,32,214.61,6867.52,319.0
2024-03-17,SKU0027,Sports,93,273.12,25400.16,46.0
2024-03-17,SKU0028,Sports,10,429.29,4292.900000000001,82.0
2024-03-18,SKU0024,Sports,36,204.16,7349.76,120.0
2024-03-19,SKU0004,Home,36,410.8,14788.800000000001,460.0
2024-03-19,SKU0027,Sports,9,137.12,1234.08,165.0
2024-03-19,SKU0005,Clothing,629,381.55,239994.95,11.0
2024-03-20,SKU0003,Home,54,492.36,26587.440000000002,26.0
2024-03-21,SKU0005,Food,35,124.47,4356.45,209.0
2024-03-21,SKU0035,Electronics,81,231.7,18767.7,155.0
2024-03-21,SKU0044,Food,61,460.73,28104.530000000002,471.0
2024-03-21,SKU0035,Home,62,219.61,13615.820000000002,79.0
2024-03-21,SKU0035,Clothing,36,472.92,17025.12,203.0
2024-03-21,SKU0033,Sports,99,274.35,27160.65,242.0
2024-03-23,SKU0028,Clothing,50,295.69,14784.5,18.0
2024-03-24,SKU0007,Home,19,12.27,233.13,304.0
2024-03-25,SKU0005,Electronics,76,91.48,6952.4800000000005,115.0
2024-03-26,SKU0012,Food,96,180.43,17321.28,349.0
2024-03-26,SKU0023,Home,-3,469.24,-1407.72,432.0
2024-03-27,SKU0050,Sports,84,401.71,33743.64,69.0
2024-03-27,SKU0007,Home,41,162.74,6672.34,491.0
2024-03-27,SKU0033,Electronics,4,111.15,444.6,14.0
2024-03-28,SKU0047,Electronics,9,271.4,2442.6,291.0
2024-03-28,SKU0026,Electronics,12,52.62,631.4399999999999,462.0
2024-03-28,SKU0030,Home,34,23.28,791.52,325.0
2024-03-29,SKU0025,Food,40,439.62,17584.8,320.0
2024-03-30,SKU0039,Home,526,73.74,38787.24,151.0
2024-03-30,SKU0033,Home,24,101.35,2432.3999999999996,367.0
2024-03-31,SKU0007,Electronics,97,302.45,29337.649999999998,124.0
2024-03-31,SKU0031,Clothing,57,462.02,26335.14,405.0
2024-03-31,SKU0013,Food,-11,320.66,-3527.26,226.0
2024-03-31,SKU0031,Clothing,57,462.02,26335.14,405.0
2024-04-01,SKU0032,Electronics,98,13.13,1286.74,461.0
2024-04-01,SKU0004,Sports,65,383.6,24934.0,106.0
2024-04-02,SKU0035,Clothing,87,350.03,30452.609999999997,230.0
2024-04-02,SKU0001,Sports,28,177.49,4969.72,129.0
2024-04-02,SKU0035,Home,29,301.74,8750.460000000001,13.0
2024-04-03,SKU0010,Electronics,42,466.74,19603.08,473.0
2024-04-03,SKU0006,Food,93,417.75,38850.75,411.0
2024-04-04,SKU0025,Food,46,38.34,1763.64,249.0
2024-04-04,SKU0014,Home,57,351.36,20027.52,403.0
2024-04-04,SKU0037,Electronics,98,437.2,42845.6,236.0
2024-04-05,SKU0017,Home,70,19.01,1330.7,67.0
2024-04-05,SKU0028,Electronics,41,449.2,18417.2,339.0
2024-04-06,SKU0028,Clothing,71,400.67,28447.57,88.0
2024-04-07,SKU0048,Food,740,314.25,232545.0,195.0
2024-04-07,SKU0045,Food,12,436.25,5235.0,423.0
2024-04-07,SKU0039,Sports,41,284.22,11653.02,20.0
2024-04-07,SKU0018,Clothing,56,257.89,14441.84,232.0
2024-04-07,SKU0039,Home,93,26.43,2457.99,485.0
2024-04-07,SKU0008,Sports,21,155.7,3269.7,390.0
2024-04-08,SKU0014,Sports,77,206.37,15890.49,295.0
2024-04-09,SKU0038,Food,14,485.82,6801.48,193.0
2024-04-11,SKU0042,Home,90,215.27,19374.3,139.0
2024-04-11,SKU0044,Sports,94,116.94,10992.36,400.0
2024-04-12,SKU0008,Clothing,79,179.71,14197.09,147.0
2024-04-12,SKU0037,Clothing,55,256.08,14084.4,128.0
2024-04-12,SKU0049,Home,69,267.59,18463.71,104.0
2024-04-12,SKU0024,Electronics,92,458.59,42190.28,176.0
2024-04-13,SKU0030,Food,54,206.95,11175.3,302.0
2024-04-13,SKU0025,Sports,29,411.36,11929.44,450.0
2024-04-14,SKU0042,Home,-9,392.12,-3529.08,176.0
2024-04-14,SKU0003,Electronics,22,355.73,7826.06,76.0
2024-04-14,SKU0019,Food,59,115.32,6803.879999999999,361.0
2024-04-15,SKU0009,Electronics,-11,347.06,-3817.66,154.0
2024-04-15,SKU0033,Electronics,33,387.75,12795.75,282.0
2024-04-15,SKU0026,Electronics,-12,319.98,-3839.76,353.0
2024-04-17,SKU0030,Sports,56,127.0,7112.0,466.0
2024-04-17,SKU0022,Home,69,454.17,31337.73,194.0
2024-04-18,SKU0001,Clothing,86,232.11,19961.460000000003,344.0
2024-04-18,SKU0041,Food,54,173.78,9384.12,233.0
2024-04-18,SKU0008,Home,71,252.62,17936.02,125.0
2024-04-18,SKU0026,Electronics,26,475.62,12366.12,174.0
2024-04-18,SKU0048,Clothing,74,423.83,31363.42,445.0
2024-04-18,SKU0049,Clothing,1,275.4,275.4,387.0
2024-04-18,SKU0036,Food,41,185.83,7619.030000000001,155.0
2024-04-18,SKU0015,Food,56,313.84,17575.039999999997,156.0
2024-04-19,SKU0023,Food,14,51.82,725.48,165.0
2024-04-19,SKU0022,Food,33,434.97,14354.01,195.0
2024-04-20,SKU0032,Clothing,36,253.22,9115.92,241.0
2024-04-20,SKU0044,Home,28,174.21,4877.88,130.0
2024-04-21,SKU0039,Clothing,82,339.23,27816.86,496.0
2024-04-22,SKU0049,Clothing,78,458.01,35724.78,474.0
2024-04-22,SKU0003,Clothing,36,464.6,16725.600000000002,18.0
2024-04-23,SKU0012,Electronics,61,405.21,24717.809999999998,1.0
2024-04-23,SKU0002,Clothing,59,400.74,23643.66,40.0
2024-04-24,SKU0025,Electronics,93,67.28,6257.04,465.0
2024-04-24,SKU0007,Sports,4,459.48,1837.92,437.0
2024-04-24,SKU0007,Sports,4,459.48,1837.92,437.0
2024-04-25,SKU0002,Home,63,292.49,18426.87,224.0
2024-04-26,SKU0020,Home,4,242.36,969.44,477.0
2024-04-26,SKU0044,Electronics,78,18.87,1471.8600000000001,351.0
2024-04-26,SKU0015,Food,99,61.01,6039.99,240.0
2024-04-27,SKU0006,Clothing,12,440.77,5289.24,354.0
2024-04-27,SKU0041,Electronics,64,187.57,12004.48,276.0
2024-04-27,SKU0016,Clothing,994,377.33,375066.01999999996,358.0
2024-04-27,SKU0026,Clothing,52,424.76,22087.52,41.0
2024-04-27,SKU0024,Sports,97,91.85,8909.449999999999,436.0
2024-04-28,SKU0002,Sports,20,275.53,5510.599999999999,259.0
2024-04-28,SKU0025,Food,43,461.21,19832.03,136.0
2024-04-29,SKU0040,Sports,11,62.23,684.53,74.0
2024-04-29,SKU0009,Sports,57,99.14,5650.9800000000005,387.0
2024-04-30,SKU0040,Clothing,725,437.05,316861.25,183.0
2024-05-01,SKU0003,Sports,49,335.2,16424.8,366.0
2024-05-01,SKU0036,Electronics,28,368.96,10330.88,260.0
2024-05-01,SKU0024,Electronics,90,248.84,22395.6,211.0
2024-05-02,SKU0021,Electronics,16,444.13,7106.08,195.0
2024-05-03,SKU0024,Sports,78,98.48,7681.4400000000005,275.0
2024-05-04,SKU0029,Food,92,302.17,27799.640000000003,292.0
2024-05-04,SKU0020,Home,78,463.37,36142.86,228.0
2024-05-04,SKU0027,Food,8,223.7,1789.6,422.0
2024-05-04,SKU0016,Sports,55,151.46,8330.300000000001,60.0
2024-05-05,SKU0007,Clothing,40,49.71,1988.4,150.0
2024-05-05,SKU0025,Home,89,216.5,19268.5,232.0
2024-05-06,SKU0027,Home,60,450.05,27003.0,345.0
2024-05-07,SKU0005,Sports,92,254.2,23386.399999999998,482.0
2024-05-08,SKU0048,Clothing,73,311.77,22759.21,197.0
2024-05-08,SKU0036,Clothing,63,329.85,20780.550000000003,170.0
2024-05-09,SKU0032,Clothing,31,58.73,1820.6299999999999,343.0
2024-05-09,SKU0021,Sports,4,123.03,492.12,488.0
2024-05-09,SKU0042,Electronics,37,204.62,7570.9400000000005,210.0
2024-05-09,SKU0024,Clothing,74,236.71,17516.54,213.0
2024-05-09,SKU0013,Home,32,252.98,8095.36,28.0
2024-05-10,SKU0003,Sports,55,20.42,1123.1000000000001,333.0
2024-05-10,SKU0022,Clothing,67,112.85,7560.95,492.0
2024-05-11,SKU0006,Clothing,85,50.57,4298.45,467.0
2024-05-12,SKU0002,Home,29,67.7,1963.3000000000002,147.0
2024-05-13,SKU0033,Food,84,155.19,13035.96,73.0
2024-05-15,SKU0047,Food,67,85.41,5722.469999999999,471.0
2024-05-15,SKU0020,Electronics,18,111.86,2013.48,416.0
2024-05-15,SKU0020,Electronics,6,124.15,744.9000000000001,339.0
2024-05-15,SKU0024,Food,49,21.01,1029.49,185.0
2024-05-15,SKU0015,Electronics,79,432.27,34149.33,89.0
2024-05-16,SKU0047,Home,85,492.57,41868.45,331.0
2024-05-16,SKU0037,Electronics,54,474.74,25635.96,336.0
2024-05-17,SKU0002,Sports,90,72.47,6522.3,80.0
2024-05-17,SKU0035,Electronics,49,307.79,15081.710000000001,273.0
2024-05-17,SKU0034,Sports,1,480.92,480.92,455.0
2024-05-17,SKU0049,Home,96,86.51,8304.960000000001,92.0
2024-05-17,SKU0035,Electronics,97,54.88,5323.360000000001,404.0
2024-05-18,SKU0041,Food,14,42.02,588.2800000000001,162.0
2024-05-18,SKU0044,Electronics,11,51.9,570.9,205.0
2024-05-18,SKU0009,Electronics,60,362.33,21739.8,426.0
2024-05-18,SKU0012,Home,39,136.36,5318.040000000001,320.0
2024-05-18,SKU0041,Clothing,60,249.82,14989.199999999999,300.0
2024-05-19,SKU0011,Home,56,409.14,22911.84,415.0
2024-05-19,SKU0040,Home,77,497.5,38307.5,316.0
2024-05-19,SKU0012,Food,67,276.34,18514.78,267.0
2024-05-19,SKU0015,Home,96,87.72,8421.119999999999,73.0
2024-05-20,SKU0005,Clothing,86,332.8,28620.8,144.0
2024-05-20,SKU0015,Sports,3,448.33,1344.99,27.0
2024-05-21,SKU0026,Electronics,65,192.92,12539.8,265.0
2024-05-21,SKU0002,Sports,86,451.01,38786.86,311.0
2024-05-21,SKU0007,Clothing,25,122.33,3058.25,38.0
2024-05-21,SKU0008,Food,24,414.65,9951.599999999999,130.0
2024-05-21,SKU0002,Home,31,119.67,3709.77,382.0
2024-05-21,SKU0009,Home,61,445.49,27174.89,446.0
2024-05-21,SKU0032,Clothing,35,332.64,11642.4,312.0
2024-05-22,SKU0035,Clothing,49,416.17,20392.33,357.0
2024-05-22,SKU0045,Sports,40,36.83,1473.1999999999998,84.0
2024-05-22,SKU0035,Clothing,49,416.17,20392.33,357.0
2024-05-23,SKU0050,Sports,-13,274.59,-3569.6699999999996,483.0
2024-05-23,SKU0012,Clothing,89,97.24,8654.359999999999,20.0
2024-05-23,SKU0025,Sports,30,357.1,10713.0,317.0
2024-05-23,SKU0038,Food,6,256.33,1537.98,404.0
2024-05-24,SKU0047,Clothing,67,150.75,10100.25,369.0
2024-05-24,SKU0049,Electronics,73,123.52,9016.96,436.0
2024-05-25,SKU0038,Food,14,317.48,4444.72,445.0
2024-05-25,SKU0008,Home,54,120.06,6483.24,352.0
2024-05-25,SKU0039,Sports,70,315.83,22108.1,206.0
2024-05-26,SKU0016,Electronics,7,287.54,2012.7800000000002,255.0
2024-05-27,SKU0014,Sports,96,275.93,26489.28,352.0
2024-05-27,SKU0029,Food,34,243.26,8270.84,477.0
2024-05-28,SKU0008,Home,47,492.2,23133.399999999998,447.0
2024-05-28,SKU0016,Clothing,32,365.14,11684.48,22.0
2024-05-29,SKU0033,Food,89,24.33,2165.37,326.0
2024-05-29,SKU0048,Sports,99,213.17,21103.829999999998,376.0
2024-05-29,SKU0024,Food,100,498.47,49847.0,309.0
2024-05-29,SKU0014,Clothing,77,316.69,24385.13,415.0
2024-05-29,SKU0028,Sports,94,183.76,17273.44,7.0
2024-05-30,SKU0019,Electronics,44,77.07,3391.08,322.0
2024-05-30,SKU0049,Sports,95,470.52,44699.4,226.0
2024-05-30,SKU0026,Sports,52,302.73,15741.960000000001,122.0
2024-05-31,SKU0024,Clothing,94,266.3,25032.2,485.0
2024-06-01,SKU0027,Food,97,86.07,8348.789999999999,390.0
2024-06-01,SKU0027,Electronics,82,386.45,31688.899999999998,432.0
2024-06-01,SKU0012,Sports,65,401.4,26091.0,18.0
2024-06-01,SKU0005,Clothing,68,266.95,18152.6,420.0
2024-06-02,SKU0011,Sports,30,98.9,2967.0,281.0
2024-06-03,SKU0029,Clothing,58,331.07,19202.06,355.0
2024-06-03,SKU0014,Clothing,86,177.62,15275.32,108.0
2024-06-03,SKU0044,Electronics,25,157.68,3942.0,310.0
2024-06-04,SKU0016,Electronics,11,463.53,5098.83,58.0
2024-06-04,SKU0045,Food,31,337.36,10458.16,355.0
2024-06-04,SKU0041,Home,62,141.65,8782.300000000001,318.0
2024-06-05,SKU0050,Clothing,72,381.54,27470.88,323.0
2024-06-07,SKU0030,Sports,-15,62.42,-936.3000000000001,300.0
